timestep,should_replan,event_happened,plan_finished,previous_planner_failed,idle_unloaded_with_pending,snapshot_feasible,instance_valid,solution_found,timed_out,planning_runtime_ms,assignment_time_ms,planner_search_time_ms,loaded_agents,assigned_unloaded_agents,idle_agents,pending_tasks,assigned_tasks,picked_tasks,completed_tasks,singleton_agents,multi_goal_agents,unique_target_count,total_goal_options,max_goal_options_per_agent,max_agents_per_target,duplicate_target_slots,agents_carrying_two_tasks,loaded_agents_with_pickup_options,loaded_agents_with_delivery_options,loaded_agents_with_both_pickup_delivery_options,loaded_pickup_goal_options,loaded_delivery_goal_options,loaded_wait_goal_options,max_loaded_pickup_options_per_agent,max_loaded_delivery_options_per_agent,root_loaded_pickup_assignments,root_loaded_delivery_assignments,root_loaded_wait_assignments,root_unloaded_pickup_assignments,root_unloaded_wait_assignments,root_initial_assignment_cost,final_loaded_pickup_assignments,final_loaded_delivery_assignments,final_loaded_wait_assignments,final_unloaded_pickup_assignments,final_unloaded_wait_assignments,max_loaded_distance_agent_pickup_options,max_loaded_distance_agent_delivery_options,max_loaded_distance_agent_wait_options,max_loaded_distance_agent_id,max_loaded_distance_agent_current_index,max_loaded_distance_agent_carried_tasks,max_loaded_distance_agent_root_target_index,max_loaded_distance_agent_final_target_index,max_loaded_distance_agent_root_target_type,max_loaded_distance_agent_final_target_type,average_target_region_agent_count,max_target_region_agent_count,average_target_region_loaded_agent_count,max_target_region_loaded_agent_count,average_target_region_loaded_waiting_count,max_target_region_loaded_waiting_count,average_target_region_loaded_stopped_count,max_target_region_loaded_stopped_count,average_carried_tasks_now,max_carried_tasks_now,average_loaded_distance_now,max_loaded_distance_now,average_priority_offset_now,max_priority_offset_now,max_priority_offset_agent_id,hl_loop_iterations,hl_nodes_created,hl_nodes_explored,hl_reinsertions,hl_duplicate_configs,open_max_size,constraints_popped,constraints_generated,constraint_failures,pibt_calls,pibt_failures,pibt_recursions,assignment_calls,assignment_changes,assignment_infeasible_count,service_child_validation_failures,service_child_stack_validation_failures,service_child_swap_validation_failures,final_assignment_changes,final_agent_assignment_changes,assignment_row_cache_requests,assignment_row_cache_hits,solution_depth,solution_cost,solution_h,service_satisfied_agents,service_satisfied_pickups,service_satisfied_deliveries,service_best_satisfied_agents,rollout_candidates_admitted,rollout_candidates_solved,rollout_winning_attempt,rollout_winning_guidance_cost,rollout_winning_completions,rollout_strict_improvements
286,1,1,1,0,1,1,1,1,0,543.354,4.95378,538.4,0,0,0,96,0,104,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4354,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,132387,132198,1,85,4242,1,0,1,1,4,4,0,4,23,0
287,1,1,1,0,1,1,1,1,0,517.333,4.88361,512.449,0,0,0,97,0,103,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4255,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,131360,131169,1,82,4068,4,2,2,4,4,4,0,4,23,0
288,1,1,1,0,1,1,1,1,0,509.866,4.83461,505.031,0,0,0,97,0,103,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,131730,131541,1,81,3929,5,4,1,5,4,4,2,8,25,1
289,1,1,1,0,1,1,1,1,0,523.773,4.87239,518.901,0,0,0,95,0,105,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4246,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,134085,133900,1,84,4007,4,2,2,4,4,4,0,4,24,0
290,1,1,1,0,1,1,1,1,0,533.887,4.76752,529.12,0,0,0,96,0,105,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4246,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,127903,127716,1,84,4118,3,0,3,3,4,4,0,4,24,0
291,1,1,1,0,1,1,1,1,0,539.198,4.57207,534.626,0,0,0,98,0,102,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4269,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,120038,119850,1,82,3985,5,3,2,5,4,4,0,4,21,0
292,1,1,1,0,1,1,1,1,0,538.092,5.09528,532.997,0,0,0,97,0,103,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4415,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,142311,142119,1,87,4181,3,3,0,3,4,4,2,8,20,1
293,1,1,1,0,0,1,1,1,0,539.107,5.00572,534.101,0,0,0,94,0,106,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4283,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,137154,136968,1,87,4090,2,1,1,2,4,4,1,2,22,1
294,1,1,1,0,1,1,1,1,0,559.153,4.78154,554.372,0,0,0,94,0,106,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,126322,126134,1,81,4036,5,2,3,5,4,4,0,4,22,0
295,1,1,1,0,1,1,1,1,0,531.273,4.63936,526.634,0,0,0,95,0,105,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4183,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,116623,116444,1,80,4000,2,1,1,2,4,4,1,2,20,1
296,1,1,1,0,0,1,1,1,0,536.005,4.91088,531.094,0,0,0,95,0,105,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4101,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,114797,114619,1,77,3875,2,2,0,2,4,4,0,4,21,0
297,1,1,1,0,0,1,1,1,0,541.704,4.93984,536.764,0,0,0,93,0,107,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4073,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,130540,130364,1,76,3756,8,2,6,8,4,4,1,2,23,1
298,1,1,1,0,1,1,1,1,0,550.978,5.30776,545.671,0,0,0,97,0,103,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4296,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,147657,147475,1,79,4013,4,3,1,4,4,4,3,6,20,2
299,1,1,1,0,1,1,1,1,0,547.932,5.05807,542.874,0,0,0,95,0,105,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4344,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,133708,133525,1,82,3942,9,5,4,9,4,4,0,4,19,0
300,1,1,1,0,1,1,1,1,0,587.129,5.51768,581.611,0,0,0,95,0,106,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4454,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,161970,161787,1,87,4362,3,0,3,3,4,4,0,4,16,0
301,1,1,1,0,1,1,1,1,0,539.532,5.55876,533.973,0,0,0,97,0,103,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4535,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,157297,157114,1,85,4447,2,0,2,2,4,4,2,8,16,1
302,1,1,1,0,1,1,1,1,0,543.209,5.7167,537.493,0,0,0,99,0,101,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4641,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,163201,163015,1,85,4404,3,3,0,3,4,4,0,4,16,0
303,1,1,1,0,0,1,1,1,0,557.908,5.59889,552.309,0,0,0,96,0,104,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4651,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,166449,166263,1,87,4484,3,1,2,3,4,4,0,4,16,0
304,1,1,1,0,1,1,1,1,0,545.284,5.59315,539.691,0,0,0,97,0,103,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4780,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,163601,163421,1,86,4519,4,4,0,4,4,4,3,6,15,1
305,1,1,1,0,0,1,1,1,0,547.973,5.7742,542.199,0,0,0,93,0,107,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,178967,178780,1,85,4687,5,3,2,5,4,4,2,8,17,2
306,1,1,1,0,1,1,1,1,0,543.468,6.64319,536.825,0,0,0,92,0,108,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4925,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,206058,205790,2,167,4598,4,1,3,4,4,4,0,4,17,0
308,1,1,1,0,1,1,1,1,0,525.227,5.23845,519.989,0,0,0,94,0,106,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4827,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,141153,140961,1,87,4320,6,5,1,6,4,4,0,4,18,0
309,1,1,1,0,1,1,1,1,0,538.831,5.1845,533.646,0,0,0,90,0,110,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,147109,146919,1,90,4521,4,1,3,4,4,4,0,4,19,0
310,1,1,1,0,1,1,1,1,0,534.646,5.30875,529.337,0,0,0,93,0,108,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4725,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,149811,149621,1,91,4564,1,1,0,1,4,4,1,2,17,1
311,1,1,1,0,0,1,1,1,0,523.868,5.1753,518.693,0,0,0,92,0,109,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4614,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,147039,146848,1,90,4496,1,0,1,1,4,4,0,4,18,0
312,1,1,1,0,1,1,1,1,0,516.904,5.09765,511.806,0,0,0,92,0,108,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4650,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,143773,143580,1,89,4535,3,1,2,3,4,4,3,6,22,1
313,1,1,1,0,1,1,1,1,0,522.307,4.90997,517.397,0,0,0,93,0,107,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4779,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,136431,136236,1,87,4660,2,0,2,2,4,4,1,2,20,1
314,1,1,1,0,1,1,1,1,0,522.493,5.50936,516.983,0,0,0,95,0,105,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4912,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,166343,166152,1,89,4648,4,4,0,4,4,4,3,6,20,1
315,1,1,1,0,0,1,1,1,0,512.33,5.34171,506.988,0,0,0,91,0,109,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5077,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,155913,155723,1,91,4982,2,0,2,2,4,4,2,8,23,1
316,1,1,1,0,1,1,1,1,0,511.381,4.94695,506.434,0,0,0,93,0,107,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5021,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,136643,136456,1,86,4776,5,3,2,5,4,4,0,4,23,0
317,1,1,1,0,1,1,1,1,0,510.211,5.85914,504.352,0,0,0,92,0,108,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5049,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,174377,174111,2,173,4862,1,0,1,1,4,4,2,8,22,1
319,1,1,1,0,1,1,1,1,0,610.769,4.48458,606.285,0,0,0,93,0,107,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4685,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,115618,115426,1,82,4396,6,2,4,6,5,5,0,4,22,0
320,1,1,1,0,1,1,1,1,0,624.459,4.67487,619.784,0,0,0,97,0,104,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4790,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,120574,120384,1,83,4503,4,3,1,4,5,5,2,8,20,1
321,1,1,1,0,1,1,1,1,0,504.93,4.8761,500.054,0,0,0,94,0,106,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4889,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,132247,132061,1,87,4649,3,2,1,3,4,4,2,8,24,1
322,1,1,1,0,1,1,1,1,0,501.912,4.89134,497.021,0,0,0,93,0,107,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4823,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,130341,130147,1,87,4577,3,2,1,3,4,4,0,4,24,0
323,1,1,1,0,1,1,1,1,0,531.808,4.82602,526.982,0,0,0,92,0,108,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4915,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,130609,130415,1,86,4732,4,1,3,4,4,4,1,2,24,1
324,1,1,1,0,1,1,1,1,0,505.058,4.87498,500.183,0,0,0,94,0,106,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5082,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,128917,128727,1,84,4843,3,2,1,3,4,4,2,8,23,1
325,1,1,1,0,1,1,1,1,0,504.971,5.12262,499.849,0,0,0,93,0,107,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5105,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,140790,140596,1,84,4916,3,1,2,3,4,4,3,6,26,1
326,1,1,1,0,1,1,1,1,0,572.677,5.21988,567.457,0,0,0,94,0,106,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5086,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,147561,147373,1,85,4836,4,2,2,4,4,4,0,4,25,0
327,1,1,1,0,1,1,1,1,0,511.304,5.06654,506.237,0,0,0,95,0,105,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5234,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,142189,141999,1,85,4889,5,3,2,5,4,4,0,4,25,0
328,1,1,1,0,1,1,1,1,0,543.563,5.07013,538.493,0,0,0,94,0,106,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5384,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,138476,138286,1,84,5212,3,1,2,3,4,4,2,8,21,1
329,1,1,1,0,1,1,1,1,0,518.794,5.04137,513.753,0,0,0,95,0,105,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5117,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,139470,139275,1,79,4973,1,1,0,1,4,4,1,2,19,1
330,1,1,1,0,0,1,1,1,0,543.042,5.10471,537.937,0,0,0,95,0,106,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,141047,140856,1,78,4640,4,3,1,4,4,4,0,4,19,0
331,1,1,1,0,0,1,1,1,0,590.752,5.25356,585.498,0,0,0,92,0,108,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4918,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,132877,132685,1,82,4663,7,3,4,7,4,4,2,8,22,1
332,1,1,1,0,1,1,1,1,0,568.157,5.44581,562.711,0,0,0,93,0,107,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,139741,139551,1,87,4920,7,1,6,7,4,4,0,4,19,0
333,1,1,1,0,1,1,1,1,0,556.232,5.13423,551.097,0,0,0,98,0,102,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5433,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,134912,134716,1,91,5114,4,3,1,4,4,4,1,2,11,1
334,1,1,1,0,1,1,1,1,0,561.037,7.10141,553.936,0,0,0,96,0,104,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5320,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,4,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,223649,223304,3,259,4936,3,1,2,3,4,4,3,6,12,1
337,1,1,1,0,1,1,1,1,0,585.889,4.94274,580.947,0,0,0,97,0,103,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5243,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,132884,132699,1,83,4803,8,6,2,8,4,4,0,4,20,0
338,1,1,1,0,0,1,1,1,0,554.632,5.26584,549.366,0,0,0,93,0,107,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5391,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,145968,145779,1,90,5189,4,3,1,4,4,4,0,4,18,0
339,1,1,1,0,1,1,1,1,0,539.716,6.87167,532.844,0,0,0,91,0,109,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5723,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,3,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,220223,219955,2,181,5275,4,4,0,4,4,4,0,4,19,0
341,1,1,1,0,0,1,1,1,0,593.122,7.96362,585.158,0,0,0,88,0,113,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5567,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,166709,166519,1,92,5367,2,2,0,2,4,4,1,2,20,1
342,1,1,1,0,0,1,1,1,0,512.484,6.28281,506.201,0,0,0,86,0,115,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5433,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,193550,193362,1,88,5328,2,1,1,2,4,4,1,2,21,1
343,1,1,1,0,1,1,1,1,0,509.141,5.48569,503.656,0,0,0,85,0,115,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5409,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,169784,169597,1,87,5286,2,1,1,2,4,4,0,4,23,0
344,1,1,1,0,1,1,1,1,0,507.807,5.5615,502.246,0,0,0,85,0,115,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5544,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,169762,169572,1,86,5410,3,1,2,3,4,4,0,4,22,0
345,1,1,1,0,1,1,1,1,0,513.872,5.39068,508.481,0,0,0,86,0,114,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,170002,169815,1,80,5290,4,1,3,4,4,4,0,4,20,0
